owner_packet_id,blocker_id,owner_review_lane,worksheet_row_id,quick_fill_row_id,input_group,input_key,input_kind,expected_value_shape,fill_instruction,leave_blank_condition,target_json_pointer,human_value_to_enter,notes_for_human,packet_status,codex_filled_value,workbook_import_performed,validators_run_on_real_input,evidence_collection_authorized,execution_authorized
QFOP-004,production_restore_policy,data_operations,QFW-042,QF-042,metadata_fields_to_fill,human_reviewer_name,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/human_reviewer_name,张斌,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-043,QF-043,metadata_fields_to_fill,review_date,metadata_field,ISO date or review date reference,"Use a human-confirmed date such as YYYY-MM-DD, not an inferred date.","If no date exists yet, leave blank and keep the row pending.",/review_date,2026-07-09,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-044,QF-044,metadata_fields_to_fill,data_operations_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/data_operations_owner,张斌（临时数据运维负责人；正式生产前仍需确认）,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-045,QF-045,metadata_fields_to_fill,security_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/security_owner,暂缺：安全负责人待指定。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-046,QF-046,metadata_fields_to_fill,privacy_legal_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/privacy_legal_owner,暂缺：隐私/法律负责人待指定。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-047,QF-047,metadata_fields_to_fill,incident_response_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/incident_response_owner,暂缺：事故响应负责人待指定。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-048,QF-048,metadata_fields_to_fill,decision_summary,metadata_field,human-reviewed metadata value,Use the exact value approved by the human reviewer.,Leave blank if the value is not approved.,/decision_summary,decision summary：恢复策略保持本地草案；未进行 live restore，未启用生产恢复路径。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-049,QF-049,policy_evidence_keys_to_review,backup_retention_policy_approved,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/policy_evidence_review/backup_retention_policy_approved,暂缓：备份保留策略尚未正式批准。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-050,QF-050,policy_evidence_keys_to_review,credential_secret_exclusion_reviewed,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/policy_evidence_review/credential_secret_exclusion_reviewed,是（边界要求）：恢复材料不得包含凭证或 secrets；正式审查仍待完成。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-051,QF-051,policy_evidence_keys_to_review,customer_notification_boundary_approved,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/policy_evidence_review/customer_notification_boundary_approved,否：客户通知边界尚未批准；当前也未联系客户。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-052,QF-052,policy_evidence_keys_to_review,incident_response_handoff_approved,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/policy_evidence_review/incident_response_handoff_approved,否：事故响应交接尚未批准。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-053,QF-053,policy_evidence_keys_to_review,production_restore_policy_approved,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/policy_evidence_review/production_restore_policy_approved,否：生产恢复策略尚未批准。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-004,production_restore_policy,data_operations,QFW-054,QF-054,policy_evidence_keys_to_review,tenant_restore_boundary_approved,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/policy_evidence_review/tenant_restore_boundary_approved,暂缓：租户恢复边界尚未批准，需在多租户生产策略确认后复核。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
