owner_packet_id,blocker_id,owner_review_lane,worksheet_row_id,quick_fill_row_id,input_group,input_key,input_kind,expected_value_shape,fill_instruction,leave_blank_condition,target_json_pointer,human_value_to_enter,notes_for_human,packet_status,codex_filled_value,workbook_import_performed,validators_run_on_real_input,evidence_collection_authorized,execution_authorized
QFOP-002,pricing_page,commercial_finance_legal,QFW-016,QF-016,metadata_fields_to_fill,human_reviewer_name,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/human_reviewer_name,张斌,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-017,QF-017,metadata_fields_to_fill,review_date,metadata_field,ISO date or review date reference,"Use a human-confirmed date such as YYYY-MM-DD, not an inferred date.","If no date exists yet, leave blank and keep the row pending.",/review_date,2026-07-09,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-018,QF-018,metadata_fields_to_fill,commercial_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/commercial_owner,张斌,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-019,QF-019,metadata_fields_to_fill,product_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/product_owner,张斌,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-020,QF-020,metadata_fields_to_fill,accounting_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/accounting_owner,暂缺：会计负责人待指定；不得视为已完成。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-021,QF-021,metadata_fields_to_fill,legal_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/legal_owner,暂缺：法律负责人待指定；不得视为已完成。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-022,QF-022,metadata_fields_to_fill,billing_owner,metadata_field,human owner or reviewer identifier,"Use the accountable human role, team, or reviewer reference.","Do not let Codex assign, contact, or infer the owner.",/billing_owner,暂缺：计费负责人待指定；不得视为已完成。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-023,QF-023,metadata_fields_to_fill,review_record_reference,metadata_field,human-reviewed metadata value,Use the exact value approved by the human reviewer.,Leave blank if the value is not approved.,/review_record_reference,review reference：本轮 Codex 对话中用户确认 10-28 全部按推荐；仅记录本地审查值。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-024,QF-024,metadata_fields_to_fill,decision_summary,metadata_field,human-reviewed metadata value,Use the exact value approved by the human reviewer.,Leave blank if the value is not approved.,/decision_summary,decision summary：定价页保持非公开草案状态；不发布、不收款、不声称生产可用。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-025,QF-025,pricing_page_keys_to_review,human_approved_pricing_page_copy,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/evidence_review/human_approved_pricing_page_copy,是：仅批准本地文档草案可继续审查；不批准公开发布页面。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-026,QF-026,pricing_page_keys_to_review,approved_plan_and_usage_terms,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/evidence_review/approved_plan_and_usage_terms,暂缓：套餐、用量和计费条款待客户、法律和会计确认。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-027,QF-027,pricing_page_keys_to_review,legal_review_completed,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/evidence_review/legal_review_completed,否：法律审查尚未完成。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
QFOP-002,pricing_page,commercial_finance_legal,QFW-028,QF-028,pricing_page_keys_to_review,production_readiness_non_claim_reviewed,evidence_review_key,human evidence review outcome,"Use a concise human-reviewed outcome such as true, false, hold, or a short evidence reference.",Only mark true when the referenced evidence exists and has been reviewed by a human.,/evidence_review/production_readiness_non_claim_reviewed,是：已确认定价材料不得声称生产可用、客户验证完成或正式上线。,human-confirmed value copied from complete local preview; pending safety preflight and separate workbook import approval,human_value_present_unvalidated,False,False,False,False,False
